
Param lmweight= 1.0 , insertionPenalty=0.0
lmw 1.0 insw 0.0 UTT-1  <s> one </s>	->	 <s> SIX </s>	(-2189.6140041289477)	[2]
lmw 1.0 insw 15.0 UTT-270	<s> one four seven </s>	->	 <s> SIX </s>	(-3017.301056328332)	[4]
lmw 1.0 insw 15.0 UTT-271	<s> two three six one one zero four </s>	->	 <s> SIX </s>	(-6746.186131153032)	[7]
lmw 1.0 insw 15.0 UTT-272	<s> three eight two oh oh four four </s>	->	 <s> SIX SIX OH </s>	(-6411.891315609093)	[7]
lmw 1.0 insw 15.0 UTT-273	<s> four nine seven eight two </s>	->	 <s> SIX </s>	(-4595.916809052918)	[6]
lmw 1.0 insw 15.0 UTT-274	<s> five oh eight </s>	->	 <s> OH </s>	(-2754.5965107210372)	[3]
lmw 1.0 insw 15.0 UTT-275	<s> six </s>	->	 <s> SIX </s>	(-1963.265013885909)	[1]
lmw 1.0 insw 15.0 UTT-276	<s> seven zero eight zero seven </s>	->	 <s> OH FIVE </s>	(-5502.01752650659)	[6]
lmw 1.0 insw 15.0 UTT-277	<s> nine one oh </s>	->	 <s> SIX </s>	(-3491.455409821079)	[4]
lmw 1.0 insw 15.0 UTT-278	<s> oh one </s>	->	 <s> OH </s>	(-2128.2318307964692)	[2]
lmw 1.0 insw 15.0 UTT-279	<s> zero five </s>	->	 <s> OH </s>	(-2663.053778239562)	[3]
lmw 1.0 insw 15.0 UTT-280	<s> one nine </s>	->	 <s> OH </s>	(-2615.0726692736507)	[3]
lmw 1.0 insw 15.0 UTT-281	<s> two </s>	->	 <s> SIX </s>	(-2509.396502392045)	[2]
lmw 1.0 insw 15.0 UTT-282	<s> three zero eight six one four six </s>	->	 <s> SIX SIX </s>	(-7746.601828284771)	[6]
lmw 1.0 insw 15.0 UTT-283	<s> four </s>	->	 <s> OH </s>	(-2358.5831638925843)	[2]
lmw 1.0 insw 15.0 UTT-284	<s> six three five oh three </s>	->	 <s> OH OH </s>	(-5962.419392788652)	[5]
lmw 1.0 insw 15.0 UTT-285	<s> seven four four five one </s>	->	 <s> OH FIVE </s>	(-5108.817322830566)	[5]
lmw 1.0 insw 15.0 UTT-286	<s> eight five three one one oh oh </s>	->	 <s> OH OH OH </s>	(-6859.322421976227)	[6]
lmw 1.0 insw 15.0 UTT-287	<s> nine seven eight </s>	->	 <s> SIX </s>	(-3820.433479165094)	[4]
lmw 1.0 insw 15.0 UTT-288	<s> oh </s>	->	 <s> OH </s>	(-2349.1720891988944)	[1]
lmw 1.0 insw 15.0 UTT-289	<s> zero </s>	->	 <s> SIX </s>	(-2866.7992293855696)	[2]
lmw 1.0 insw 15.0 UTT-290	<s> one </s>	->	 <s> SIX </s>	(-1773.04701845559)	[2]
lmw 1.0 insw 15.0 UTT-291	<s> three three seven one </s>	->	 <s> SIX </s>	(-3100.902828051512)	[5]
lmw 1.0 insw 15.0 UTT-292	<s> four five </s>	->	 <s> OH </s>	(-2323.8481444853865)	[3]
lmw 1.0 insw 15.0 UTT-293	<s> five eight two zero </s>	->	 <s> SIX </s>	(-3154.705600888646)	[5]
lmw 1.0 insw 15.0 UTT-294	<s> six five four nine two </s>	->	 <s> SIX </s>	(-4093.2404975810664)	[5]
lmw 1.0 insw 15.0 UTT-295	<s> seven </s>	->	 <s> SIX </s>	(-1786.9374253246222)	[2]
lmw 1.0 insw 15.0 UTT-296	<s> eight </s>	->	 <s> SIX </s>	(-2116.661981812097)	[2]
lmw 1.0 insw 15.0 UTT-297	<s> nine zero nine two one </s>	->	 <s> SIX </s>	(-3861.702400387946)	[6]
lmw 1.0 insw 15.0 UTT-298	<s> zero four zero five one two seven </s>	->	 <s> SIX SIX </s>	(-7062.995276615475)	[8]
lmw 1.0 insw 15.0 UTT-299	<s> one three one </s>	->	 <s> SIX </s>	(-2773.025192498612)	[4]
lmw 1.0 insw 15.0 UTT-300	<s> two six one five one three two </s>	->	 <s> SIX </s>	(-6337.236938228096)	[7]
lmw 1.0 insw 15.0 UTT-301	<s> three seven eight two one nine four </s>	->	 <s> SIX </s>	(-5084.168182580267)	[8]
lmw 1.0 insw 15.0 UTT-302	<s> four </s>	->	 <s> SIX </s>	(-1796.4555347721364)	[2]
lmw 1.0 insw 15.0 UTT-303	<s> five oh oh eight nine </s>	->	 <s> SIX </s>	(-4439.117404293241)	[6]
lmw 1.0 insw 15.0 UTT-304	<s> six oh </s>	->	 <s> OH </s>	(-3068.1474814285125)	[2]
lmw 1.0 insw 15.0 UTT-305	<s> eight six two four eight four two </s>	->	 <s> OH SIX </s>	(-5806.8163593264835)	[7]
lmw 1.0 insw 15.0 UTT-306	<s> nine six </s>	->	 <s> SIX </s>	(-2780.10241121742)	[2]
lmw 1.0 insw 15.0 UTT-307	<s> oh seven five four seven oh four </s>	->	 <s> SIX </s>	(-6173.23237752721)	[8]
lmw 1.0 insw 15.0 UTT-308	<s> zero </s>	->	 <s> SIX </s>	(-2284.7775433190614)	[2]
lmw 1.0 insw 15.0 UTT-309	<s> one nine nine oh oh </s>	->	 <s> OH </s>	(-4179.047451507342)	[5]
lmw 1.0 insw 15.0 UTT-310	<s> two </s>	->	 <s> SIX </s>	(-1571.9187706850262)	[2]
lmw 1.0 insw 15.0 UTT-311	<s> three </s>	->	 <s> OH </s>	(-1637.3091206965241)	[2]
lmw 1.0 insw 15.0 UTT-312	<s> five one eight five six </s>	->	 <s> SIX </s>	(-4988.53730046296)	[5]
lmw 1.0 insw 15.0 UTT-313	<s> six four one </s>	->	 <s> FIVE </s>	(-3534.312473140572)	[4]
lmw 1.0 insw 15.0 UTT-314	<s> seven seven one oh </s>	->	 <s> OH </s>	(-4337.242027350672)	[4]
lmw 1.0 insw 15.0 UTT-315	<s> eight eight two </s>	->	 <s> SIX </s>	(-3124.7844308777926)	[4]
lmw 1.0 insw 15.0 UTT-316	<s> nine </s>	->	 <s> OH </s>	(-1695.0593551023594)	[2]
lmw 1.0 insw 15.0 UTT-317	<s> oh </s>	->	 <s> OH </s>	(-1532.4857863801076)	[1]
lmw 1.0 insw 15.0 UTT-318	<s> zero </s>	->	 <s> OH </s>	(-2134.27173676734)	[2]
lmw 1.0 insw 15.0 UTT-319	<s> two two seven eight oh nine one </s>	->	 <s> SIX SIX </s>	(-6158.080390817746)	[8]
lmw 1.0 insw 15.0 UTT-320	<s> three three seven six zero seven zero </s>	->	 <s> SIX SIX </s>	(-6308.88362156063)	[7]
lmw 1.0 insw 15.0 UTT-321	<s> four nine seven two nine </s>	->	 <s> SIX </s>	(-4412.2604283262535)	[6]
lmw 1.0 insw 15.0 UTT-322	<s> five </s>	->	 <s> OH </s>	(-1744.994013964422)	[2]
lmw 1.0 insw 15.0 UTT-323	<s> six </s>	->	 <s> SIX </s>	(-1979.1186451477126)	[1]
lmw 1.0 insw 15.0 UTT-324	<s> seven </s>	->	 <s> OH </s>	(-1542.0913199684)	[2]
lmw 1.0 insw 15.0 UTT-325	<s> eight zero six zero four four four </s>	->	 <s> SIX SIX </s>	(-6020.277026056173)	[7]
lmw 1.0 insw 15.0 UTT-326	<s> oh four seven seven two </s>	->	 <s> SIX </s>	(-3797.602949747993)	[6]
lmw 1.0 insw 15.0 UTT-327	<s> zero two zero one seven seven four </s>	->	 <s> SIX </s>	(-5687.856438627101)	[8]
lmw 1.0 insw 15.0 UTT-328	<s> one seven three two one </s>	->	 <s> SIX </s>	(-4821.7617006044275)	[6]
lmw 1.0 insw 15.0 UTT-329	<s> two seven five </s>	->	 <s> OH </s>	(-3218.0289412760994)	[4]
lmw 1.0 insw 15.0 UTT-330	<s> three </s>	->	 <s> OH </s>	(-2029.5312540637728)	[2]
lmw 1.0 insw 15.0 UTT-331	<s> four </s>	->	 <s> OH </s>	(-1778.9821131988522)	[2]
lmw 1.0 insw 15.0 UTT-332	<s> five zero three nine </s>	->	 <s> SIX </s>	(-4525.942707104883)	[5]
lmw 1.0 insw 15.0 UTT-333	<s> seven two nine </s>	->	 <s> SIX </s>	(-3171.9829108785975)	[4]
lmw 1.0 insw 15.0 UTT-334	<s> eight five one nine zero </s>	->	 <s> SIX </s>	(-4742.959097485925)	[6]
lmw 1.0 insw 15.0 UTT-335	<s> nine eight six one four </s>	->	 <s> SIX SIX </s>	(-5322.273519023828)	[5]
lmw 1.0 insw 15.0 UTT-336	<s> oh eight seven one four seven nine </s>	->	 <s> SIX </s>	(-6179.0142670564)	[8]
lmw 1.0 insw 15.0 UTT-337	<s> zero </s>	->	 <s> OH </s>	(-2047.676799524778)	[2]
lmw 1.0 insw 15.0 UTT-338	<s> one </s>	->	 <s> SIX </s>	(-1920.9896677017296)	[2]
lmw 1.0 insw 15.0 UTT-339	<s> two zero six nine four seven seven </s>	->	 <s> SIX SIX </s>	(-7451.818196999668)	[7]
lmw 1.0 insw 15.0 UTT-340	<s> four one one six </s>	->	 <s> SIX </s>	(-3908.618679601564)	[4]
lmw 1.0 insw 15.0 UTT-341	<s> five four </s>	->	 <s> SIX </s>	(-2486.579592390935)	[3]
lmw 1.0 insw 15.0 UTT-342	<s> six seven five one </s>	->	 <s> OH </s>	(-3921.096969534937)	[5]
lmw 1.0 insw 15.0 UTT-343	<s> seven eight six three five seven one </s>	->	 <s> SIX OH </s>	(-6838.293579101061)	[7]
lmw 1.0 insw 15.0 UTT-344	<s> eight </s>	->	 <s> SIX </s>	(-1658.7682712505323)	[2]
lmw 1.0 insw 15.0 UTT-345	<s> nine </s>	->	 <s> SIX </s>	(-1715.1278609729209)	[2]
lmw 1.0 insw 15.0 UTT-346	<s> oh oh oh </s>	->	 <s> OH </s>	(-3351.2523557980326)	[3]
lmw 1.0 insw 15.0 UTT-347	<s> one four three two </s>	->	 <s> OH </s>	(-4354.798169095236)	[5]
lmw 1.0 insw 15.0 UTT-348	<s> two three oh </s>	->	 <s> OH </s>	(-3030.7441525919467)	[3]
lmw 1.0 insw 15.0 UTT-349	<s> three five two four four </s>	->	 <s> OH </s>	(-5462.59879292897)	[6]
lmw 1.0 insw 15.0 UTT-350	<s> four six seven nine one </s>	->	 <s> OH </s>	(-4659.668672119416)	[6]
lmw 1.0 insw 15.0 UTT-351	<s> five </s>	->	 <s> OH </s>	(-2227.1618470093695)	[2]
lmw 1.0 insw 15.0 UTT-352	<s> six </s>	->	 <s> SIX </s>	(-2131.0096163802746)	[1]
lmw 1.0 insw 15.0 UTT-353	<s> seven zero four two nine nine seven </s>	->	 <s> SIX </s>	(-6528.921874386479)	[8]
lmw 1.0 insw 15.0 UTT-354	<s> nine two zero seven </s>	->	 <s> SIX </s>	(-4073.923027260486)	[5]
lmw 1.0 insw 15.0 UTT-355	<s> oh two </s>	->	 <s> OH </s>	(-2362.524997133545)	[2]
lmw 1.0 insw 15.0 UTT-356	<s> zero nine </s>	->	 <s> SIX </s>	(-2813.376726900651)	[3]
lmw 1.0 insw 15.0 UTT-357	<s> one six six eight eight </s>	->	 <s> OH </s>	(-5564.2461765768085)	[6]
lmw 1.0 insw 15.0 UTT-358	<s> two </s>	->	 <s> FIVE </s>	(-1615.328759171934)	[2]
lmw 1.0 insw 15.0 UTT-359	<s> three </s>	->	 <s> OH </s>	(-1811.186088055991)	[2]
lmw 1.0 insw 15.0 UTT-360	<s> four oh </s>	->	 <s> OH </s>	(-2397.322164670363)	[2]
lmw 1.0 insw 15.0 UTT-361	<s> six one three </s>	->	 <s> OH </s>	(-3313.432526912182)	[4]
lmw 1.0 insw 15.0 UTT-362	<s> seven two two six nine five two </s>	->	 <s> OH </s>	(-7161.693522733605)	[8]
lmw 1.0 insw 15.0 UTT-363	<s> eight five oh three eight </s>	->	 <s> OH OH </s>	(-4382.455239582236)	[5]
lmw 1.0 insw 15.0 UTT-364	<s> nine four oh oh </s>	->	 <s> OH </s>	(-3589.173308005259)	[4]
lmw 1.0 insw 15.0 UTT-365	<s> oh </s>	->	 <s> OH </s>	(-1585.130621906579)	[1]
lmw 1.0 insw 15.0 UTT-366	<s> zero </s>	->	 <s> OH </s>	(-1939.9553451417585)	[2]
lmw 1.0 insw 15.0 UTT-367	<s> one zero five </s>	->	 <s> SIX </s>	(-4520.345997163871)	[4]
lmw 1.0 insw 15.0 UTT-368	<s> three two seven seven zero three zero </s>	->	 <s> SIX </s>	(-9291.221228232094)	[8]
lmw 1.0 insw 15.0 UTT-369	<s> four four five </s>	->	 <s> OH </s>	(-3791.587673601903)	[4]
lmw 1.0 insw 15.0 UTT-370	<s> five four five </s>	->	 <s> SIX OH </s>	(-5426.999006273308)	[4]
lmw 1.0 insw 15.0 UTT-371	<s> six eight one </s>	->	 <s> SIX </s>	(-3852.586405832616)	[3]
lmw 1.0 insw 15.0 UTT-372	<s> seven </s>	->	 <s> SIX </s>	(-2336.505299902086)	[2]
lmw 1.0 insw 15.0 UTT-373	<s> eight </s>	->	 <s> SIX </s>	(-2125.4146874549797)	[2]
lmw 1.0 insw 15.0 UTT-374	<s> nine zero </s>	->	 <s> SIX </s>	(-3123.545460804264)	[3]
lmw 1.0 insw 15.0 UTT-375	<s> zero one two nine five </s>	->	 <s> SIX </s>	(-5915.688389599898)	[6]
lmw 1.0 insw 15.0 UTT-376	<s> one three eight three </s>	->	 <s> SIX </s>	(-3988.3599569390594)	[5]
lmw 1.0 insw 15.0 UTT-377	<s> two seven seven </s>	->	 <s> SIX </s>	(-3375.391470727368)	[4]
lmw 1.0 insw 15.0 UTT-378	<s> three </s>	->	 <s> SIX </s>	(-2114.2457016660965)	[2]
lmw 1.0 insw 15.0 UTT-379	<s> four five one </s>	->	 <s> SIX </s>	(-3068.219345594896)	[4]
lmw 1.0 insw 15.0 UTT-380	<s> five </s>	->	 <s> OH </s>	(-1594.933851903806)	[2]
lmw 1.0 insw 15.0 UTT-381	<s> six oh one oh seven </s>	->	 <s> SIX </s>	(-4855.972358448582)	[5]
lmw 1.0 insw 15.0 UTT-382	<s> eight two four seven six four nine </s>	->	 <s> OH </s>	(-5827.147308460839)	[8]
lmw 1.0 insw 15.0 UTT-383	<s> nine three five </s>	->	 <s> OH </s>	(-3076.566741956289)	[4]
lmw 1.0 insw 15.0 UTT-384	<s> oh six three four oh </s>	->	 <s> OH </s>	(-4145.1012926464855)	[5]
lmw 1.0 insw 15.0 UTT-385	<s> zero seven one </s>	->	 <s> OH </s>	(-3277.968616750478)	[4]
lmw 1.0 insw 15.0 UTT-386	<s> one </s>	->	 <s> SIX </s>	(-1720.7895064157924)	[2]
lmw 1.0 insw 15.0 UTT-387	<s> two </s>	->	 <s> OH </s>	(-1436.4601663692265)	[2]
lmw 1.0 insw 15.0 UTT-388	<s> three zero </s>	->	 <s> SIX </s>	(-3042.773892317407)	[3]
lmw 1.0 insw 15.0 UTT-389	<s> five one oh </s>	->	 <s> OH </s>	(-2844.1253366186334)	[3]
lmw 1.0 insw 15.0 UTT-390	<s> six five </s>	->	 <s> OH </s>	(-2502.9762578026784)	[3]
lmw 1.0 insw 15.0 UTT-391	<s> seven five oh three two nine four </s>	->	 <s> SIX </s>	(-5486.917701911002)	[8]
lmw 1.0 insw 15.0 UTT-392	<s> eight nine oh </s>	->	 <s> SIX </s>	(-2387.669978488516)	[4]
lmw 1.0 insw 15.0 UTT-393	<s> nine </s>	->	 <s> SIX </s>	(-2137.7796540343506)	[2]
lmw 1.0 insw 15.0 UTT-394	<s> oh </s>	->	 <s> OH </s>	(-1521.3930342571757)	[1]
lmw 1.0 insw 15.0 UTT-395	<s> zero zero three zero zero zero nine </s>	->	 <s> SIX </s>	(-5972.213662399336)	[8]
lmw 1.0 insw 15.0 UTT-396	<s> two two five </s>	->	 <s> OH </s>	(-2617.1864267026212)	[4]
lmw 1.0 insw 15.0 UTT-397	<s> three five three </s>	->	 <s> OH </s>	(-2995.5984101944546)	[4]
lmw 1.0 insw 15.0 UTT-398	<s> four seven </s>	->	 <s> SIX </s>	(-2815.9913521708213)	[3]
lmw 1.0 insw 15.0 UTT-399	<s> five eight one five nine </s>	->	 <s> SIX </s>	(-4634.157434734273)	[6]
lmw 1.0 insw 15.0 UTT-400	<s> six eight oh oh </s>	->	 <s> OH </s>	(-3854.1793381689395)	[4]
lmw 1.0 insw 15.0 UTT-401	<s> seven </s>	->	 <s> SIX </s>	(-1937.458489487381)	[2]
lmw 1.0 insw 15.0 UTT-402	<s> eight </s>	->	 <s> OH </s>	(-1849.733833164651)	[2]
lmw 1.0 insw 15.0 UTT-403	<s> oh two four three three </s>	->	 <s> OH </s>	(-4270.077579104412)	[5]
lmw 1.0 insw 15.0 UTT-404	<s> zero five seven nine seven zero two </s>	->	 <s> SIX </s>	(-6334.73126829776)	[8]
lmw 1.0 insw 15.0 UTT-405	<s> one six two five </s>	->	 <s> SIX OH </s>	(-5319.342613456095)	[4]
lmw 1.0 insw 15.0 UTT-406	<s> two </s>	->	 <s> SIX </s>	(-2317.2771708873606)	[2]
lmw 1.0 insw 15.0 UTT-407	<s> three </s>	->	 <s> SIX </s>	(-1940.0111732068092)	[2]
lmw 1.0 insw 15.0 UTT-408	<s> four </s>	->	 <s> SIX </s>	(-2185.457874105127)	[2]
lmw 1.0 insw 15.0 UTT-409	<s> five zero eight one </s>	->	 <s> SIX </s>	(-5082.042231611221)	[5]
lmw 1.0 insw 15.0 UTT-410	<s> seven two oh </s>	->	 <s> SIX </s>	(-4146.691203458169)	[4]
lmw 1.0 insw 15.0 UTT-411	<s> eight three </s>	->	 <s> SIX </s>	(-3207.782731686624)	[3]
lmw 1.0 insw 15.0 UTT-412	<s> nine four oh three oh four five </s>	->	 <s> OH OH </s>	(-7544.226592066958)	[6]
lmw 1.0 insw 15.0 UTT-413	<s> oh eight eight oh oh nine oh </s>	->	 <s> OH SIX </s>	(-9129.156406157967)	[7]
lmw 1.0 insw 15.0 UTT-414	<s> zero </s>	->	 <s> SIX </s>	(-2065.584871542782)	[2]
lmw 1.0 insw 15.0 UTT-415	<s> one </s>	->	 <s> SIX </s>	(-1964.9829052440614)	[2]
lmw 1.0 insw 15.0 UTT-416	<s> two </s>	->	 <s> SIX </s>	(-1563.3670879149702)	[2]
lmw 1.0 insw 15.0 UTT-417	<s> four two oh nine two </s>	->	 <s> OH </s>	(-5322.036331459167)	[5]
lmw 1.0 insw 15.0 UTT-418	<s> five four one four eight oh seven </s>	->	 <s> SIX </s>	(-6582.562662467362)	[8]
lmw 1.0 insw 15.0 UTT-419	<s> six seven six three seven nine one </s>	->	 <s> SIX SIX SIX </s>	(-6865.081369672558)	[6]
lmw 1.0 insw 15.0 UTT-420	<s> seven </s>	->	 <s> SIX </s>	(-1883.9083087622332)	[2]
lmw 1.0 insw 15.0 UTT-421	<s> eight eight </s>	->	 <s> OH </s>	(-2252.4891065105367)	[3]
lmw 1.0 insw 15.0 UTT-422	<s> nine oh six </s>	->	 <s> SIX </s>	(-3647.842937025974)	[3]
lmw 1.0 insw 15.0 UTT-423	<s> oh oh one nine oh </s>	->	 <s> SIX </s>	(-5291.534558205891)	[6]
lmw 1.0 insw 15.0 UTT-424	<s> one three nine three </s>	->	 <s> SIX </s>	(-4100.8335094869635)	[5]
lmw 1.0 insw 15.0 UTT-425	<s> two four zero </s>	->	 <s> SIX </s>	(-2962.906807089578)	[4]
lmw 1.0 insw 15.0 UTT-426	<s> three six six four four </s>	->	 <s> SIX SIX SIX </s>	(-5031.605227548789)	[4]
lmw 1.0 insw 15.0 UTT-427	<s> four </s>	->	 <s> SIX </s>	(-1895.9688490377573)	[2]
lmw 1.0 insw 15.0 UTT-428	<s> five nine eight nine seven five four </s>	->	 <s> SIX SIX </s>	(-7893.632755442171)	[8]
lmw 1.0 insw 15.0 UTT-429	<s> six </s>	->	 <s> SIX </s>	(-2022.9285507980574)	[1]
lmw 1.0 insw 15.0 UTT-430	<s> seven </s>	->	 <s> SIX </s>	(-1865.7937696393715)	[2]
lmw 1.0 insw 15.0 UTT-431	<s> nine two two four one two one </s>	->	 <s> SIX SIX </s>	(-6423.33874785415)	[8]
lmw 1.0 insw 15.0 UTT-432	<s> oh six </s>	->	 <s> OH </s>	(-2819.3673792746445)	[2]
lmw 1.0 insw 15.0 UTT-433	<s> zero six </s>	->	 <s> SIX </s>	(-2806.308175416128)	[2]
lmw 1.0 insw 15.0 UTT-434	<s> one </s>	->	 <s> OH </s>	(-2651.089993573017)	[2]
lmw 1.0 insw 15.0 UTT-435	<s> two eight </s>	->	 <s> SIX </s>	(-2361.6388550730017)	[3]
lmw 1.0 insw 15.0 UTT-436	<s> three oh four one </s>	->	 <s> OH OH </s>	(-4340.65467286866)	[4]
lmw 1.0 insw 15.0 UTT-437	<s> four oh five oh oh </s>	->	 <s> OH OH OH </s>	(-4740.232713311395)	[3]
lmw 1.0 insw 15.0 UTT-438	<s> six three four </s>	->	 <s> OH </s>	(-3377.4964833056565)	[4]
lmw 1.0 insw 15.0 UTT-439	<s> seven three six one eight four five </s>	->	 <s> SIX SIX OH </s>	(-6905.711603696045)	[7]
lmw 1.0 insw 15.0 UTT-440	<s> eight seven six </s>	->	 <s> SIX SIX </s>	(-3920.2478754774343)	[3]
lmw 1.0 insw 15.0 UTT-441	<s> nine </s>	->	 <s> OH </s>	(-2367.793892890308)	[2]
lmw 1.0 insw 15.0 UTT-442	<s> oh </s>	->	 <s> OH </s>	(-2054.892944826536)	[1]
lmw 1.0 insw 15.0 UTT-443	<s> zero </s>	->	 <s> SIX </s>	(-2302.032832036274)	[2]
lmw 1.0 insw 15.0 UTT-444	<s> one </s>	->	 <s> SIX </s>	(-2027.5031989684603)	[2]
lmw 1.0 insw 15.0 UTT-445	<s> three two zero </s>	->	 <s> SIX </s>	(-4065.6233011359277)	[4]
lmw 1.0 insw 15.0 UTT-446	<s> four four six oh eight oh six </s>	->	 <s> SIX SIX OH OH OH </s>	(-8661.214404360968)	[5]
lmw 1.0 insw 15.0 UTT-447	<s> five six three one nine three oh </s>	->	 <s> SIX SIX OH </s>	(-7993.818310146966)	[6]
lmw 1.0 insw 15.0 UTT-448	<s> six nine four </s>	->	 <s> SIX SIX OH </s>	(-3849.6030550130763)	[3]
lmw 1.0 insw 15.0 UTT-449	<s> seven </s>	->	 <s> OH </s>	(-2193.6251872676867)	[2]
lmw 1.0 insw 15.0 UTT-450	<s> eight </s>	->	 <s> SIX </s>	(-2196.094022598696)	[2]
lmw 1.0 insw 15.0 UTT-451	<s> nine oh seven </s>	->	 <s> OH </s>	(-3894.4170640227403)	[3]
lmw 1.0 insw 15.0 UTT-452	<s> zero four two three </s>	->	 <s> SIX </s>	(-4844.890988448939)	[5]
lmw 1.0 insw 15.0 UTT-453	<s> one two nine seven eight seven zero </s>	->	 <s> SIX SIX </s>	(-6401.054640138584)	[8]
lmw 1.0 insw 15.0 UTT-454	<s> two eight eight </s>	->	 <s> OH </s>	(-2869.5249603701427)	[4]
lmw 1.0 insw 15.0 UTT-455	<s> three </s>	->	 <s> SIX </s>	(-1809.338491690461)	[2]
lmw 1.0 insw 15.0 UTT-456	<s> four </s>	->	 <s> SIX </s>	(-1681.7750301249011)	[2]
lmw 1.0 insw 15.0 UTT-457	<s> five </s>	->	 <s> OH </s>	(-1648.4460301588406)	[2]
lmw 1.0 insw 15.0 UTT-458	<s> six </s>	->	 <s> SIX </s>	(-2074.877975555419)	[1]
lmw 1.0 insw 15.0 UTT-459	<s> eight one three four </s>	->	 <s> SIX </s>	(-3457.247880618711)	[5]
lmw 1.0 insw 15.0 UTT-460	<s> nine one eight oh two </s>	->	 <s> SIX </s>	(-4018.5889003701045)	[6]
lmw 1.0 insw 15.0 UTT-461	<s> oh </s>	->	 <s> OH </s>	(-2090.2221742811735)	[1]
lmw 1.0 insw 15.0 UTT-462	<s> zero six zero </s>	->	 <s> SIX </s>	(-3286.150937708796)	[3]
lmw 1.0 insw 15.0 UTT-463	<s> one </s>	->	 <s> SIX </s>	(-2088.0242726751467)	[2]
lmw 1.0 insw 15.0 UTT-464	<s> two oh </s>	->	 <s> OH </s>	(-2186.8616603006544)	[2]
lmw 1.0 insw 15.0 UTT-465	<s> three oh </s>	->	 <s> OH </s>	(-2061.0046423475465)	[2]
lmw 1.0 insw 15.0 UTT-466	<s> five one six zero three four zero </s>	->	 <s> SIX SIX </s>	(-6754.5541649180705)	[7]
lmw 1.0 insw 15.0 UTT-467	<s> six three oh oh </s>	->	 <s> OH </s>	(-3719.9769487297935)	[4]
lmw 1.0 insw 15.0 UTT-468	<s> seven five </s>	->	 <s> OH </s>	(-3034.8451709505816)	[3]
lmw 1.0 insw 15.0 UTT-469	<s> eight nine </s>	->	 <s> OH </s>	(-2604.883258699827)	[3]
lmw 1.0 insw 15.0 UTT-470	<s> nine nine seven </s>	->	 <s> SIX </s>	(-3510.027537024845)	[4]
lmw 1.0 insw 15.0 UTT-471	<s> oh </s>	->	 <s> OH </s>	(-2358.8434665441)	[1]
lmw 1.0 insw 15.0 UTT-472	<s> zero zero five four six </s>	->	 <s> SIX </s>	(-5938.524512525577)	[5]
lmw 1.0 insw 15.0 UTT-473	<s> two three seven one </s>	->	 <s> OH </s>	(-3964.4547894352277)	[5]
lmw 1.0 insw 15.0 UTT-474	<s> three two two two seven </s>	->	 <s> OH </s>	(-5863.2632581437)	[6]
lmw 1.0 insw 15.0 UTT-475	<s> four seven three two oh one one </s>	->	 <s> SIX </s>	(-6489.69917106449)	[8]
lmw 1.0 insw 15.0 UTT-476	<s> five nine two six </s>	->	 <s> SIX </s>	(-4187.094114431654)	[4]
lmw 1.0 insw 15.0 UTT-477	<s> six </s>	->	 <s> SIX </s>	(-2169.448710277062)	[1]
lmw 1.0 insw 15.0 UTT-478	<s> seven oh four oh nine seven nine </s>	->	 <s> SIX </s>	(-7173.796618765487)	[8]
lmw 1.0 insw 15.0 UTT-479	<s> eight zero five eight </s>	->	 <s> SIX </s>	(-4607.883836500381)	[5]
lmw 1.0 insw 15.0 UTT-480	<s> oh two eight one three oh one </s>	->	 <s> OH </s>	(-6603.416506102285)	[7]
lmw 1.0 insw 15.0 UTT-481	<s> zero four </s>	->	 <s> SIX </s>	(-3202.7244536733556)	[3]
lmw 1.0 insw 15.0 UTT-482	<s> one seven eight eight zero four two </s>	->	 <s> SIX SIX </s>	(-6547.682486350978)	[8]
lmw 1.0 insw 15.0 UTT-483	<s> two three seven oh seven </s>	->	 <s> SIX </s>	(-4673.575806437154)	[6]
lmw 1.0 insw 15.0 UTT-484	<s> three </s>	->	 <s> SIX </s>	(-2232.3212571290182)	[2]
lmw 1.0 insw 15.0 UTT-485	<s> four oh one four </s>	->	 <s> SIX </s>	(-3750.618512364657)	[5]
lmw 1.0 insw 15.0 UTT-486	<s> five </s>	->	 <s> SIX </s>	(-1710.1352547791487)	[2]
lmw 1.0 insw 15.0 UTT-487	<s> seven three six </s>	->	 <s> SIX </s>	(-4252.609819893696)	[3]
lmw 1.0 insw 15.0 UTT-488	<s> eight five one seven two </s>	->	 <s> SIX </s>	(-4628.4293638397985)	[6]
lmw 1.0 insw 15.0 UTT-489	<s> nine six one </s>	->	 <s> OH </s>	(-2871.467770705635)	[4]
lmw 1.0 insw 15.0 UTT-490	<s> oh </s>	->	 <s> SIX </s>	(-1996.8700442840495)	[2]
lmw 1.0 insw 15.0 UTT-491	<s> zero </s>	->	 <s> SIX </s>	(-1901.9964653796853)	[2]
lmw 1.0 insw 15.0 UTT-492	<s> one </s>	->	 <s> SIX </s>	(-1815.3866565344879)	[2]
lmw 1.0 insw 15.0 UTT-493	<s> two oh two nine </s>	->	 <s> OH OH </s>	(-4693.983598337601)	[4]
lmw 1.0 insw 15.0 UTT-494	<s> four one three </s>	->	 <s> SIX </s>	(-3346.9536890985037)	[4]
lmw 1.0 insw 15.0 UTT-495	<s> five two four </s>	->	 <s> SIX </s>	(-3117.959497992994)	[4]
